Core name,Latitude(decimal degrees),Longitude (decimal degrees),Water depth (m),Depth in core (m),"Age (ka), QUEST age model",Planktonic and/or benthic species,d18O (benthic),d13C (benthic)
V29-179,44.71,-24.533,3331,5.2,130,C. wuellerstorfi,2.51,0.41
V29-179,44.71,-24.533,3331,0.05,2.292,Cib. spp.,2.81,0.99
V29-179,44.71,-24.533,3331,0.1,4.583,Cib. spp.,2.65,1.02
V29-179,44.71,-24.533,3331,0.1,4.583,Cib. spp.,2.86,1.1
V29-179,44.71,-24.533,3331,0.15,6.875,Cib. spp.,2.88,1.02
V29-179,44.71,-24.533,3331,0.2,9.167,Cib. spp.,2.61,0.98
V32-126,35.317,177.917,3870,0.05,3,Var. benthic: C. wuellerstorfi,3.01,0.05
V32-126,35.317,177.917,3870,0.25,15,Var. benthic: C. wuellerstorfi,4.23,-0.32
V32-126,35.317,177.917,3870,0.32,18.37,Var. benthic: C. wuellerstorfi,4.49,-0.28
V32-126,35.317,177.917,3870,0.37,20.778,Var. benthic: C. wuellerstorfi,4.27,-0.42
V32-126,35.317,177.917,3870,0.42,23.185,Var. benthic: C. wuellerstorfi,4.3,-0.22
V32-126,35.317,177.917,3870,0.48,26.074,Var. benthic: C. wuellerstorfi,4.05,-0.37
V32-126,35.317,177.917,3870,0.52,28,Var. benthic: C. wuellerstorfi,3.68,-0.12
V32-126,35.317,177.917,3870,0.55,28.575,Var. benthic: C. wuellerstorfi,4.02,0.02
V32-126,35.317,177.917,3870,0.6,29.533,Var. benthic: Genus mix: C. wuellerstorfi and Nutt. spp.,3.89,-0.33
V32-126,35.317,177.917,3870,0.61,29.724,Var. benthic: C. wuellerstorfi,3.83,-0.07
V32-126,35.317,177.917,3870,0.71,31.641,Var. benthic: C. wuellerstorfi,3.85,0
V32-126,35.317,177.917,3870,0.71,31.641,Var. benthic: Genus mix: C. wuellerstorfi and Nutt. spp.,4.14,-0.29
V32-126,35.317,177.917,3870,0.72,31.832,Var. benthic: C. wuellerstorfi,3.89,-0.13
V32-126,35.317,177.917,3870,0.82,33.748,Var. benthic: Genus mix: C. wuellerstorfi and Nutt. spp.,3.97,0.13
V32-126,35.317,177.917,3870,0.83,33.94,Var. benthic: C. wuellerstorfi,3.76,-0.24
V32-126,35.317,177.917,3870,0.93,35.856,Var. benthic: C. wuellerstorfi,3.78,-0.15
V32-126,35.317,177.917,3870,1.03,37.772,Var. benthic: C. wuellerstorfi,3.64,-0.24
V32-128,36.467,177.167,3623,0,0,C. wuellerstorfi,2.63,0.31
V32-128,36.467,177.167,3623,0.02,2,C. wuellerstorfi,3.04,0.05
V32-128,36.467,177.167,3623,0.11,11,C. wuellerstorfi,3,0.05
V32-128,36.467,177.167,3623,0.21,14,C. wuellerstorfi,4.04,-0.24
V32-128,36.467,177.167,3623,0.25,15.867,C. wuellerstorfi,4.17,-0.59
V32-128,36.467,177.167,3623,0.33,18.667,C. wuellerstorfi,4.13,-0.09
V32-128,36.467,177.167,3623,0.35,19.6,C. wuellerstorfi,4.18,-0.18
V32-128,36.467,177.167,3623,0.41,20.533,C. wuellerstorfi,4.34,-0.39
V32-128,36.467,177.167,3623,0.51,23.333,C. wuellerstorfi,4.11,-0.12
V32-128,36.467,177.167,3623,0.61,28,C. wuellerstorfi,3.78,-0.12
V32-128,36.467,177.167,3623,0.7,31.407,C. wuellerstorfi,3.77,-0.23
V32-128,36.467,177.167,3623,0.79,34.473,C. wuellerstorfi,3.75,-0.11
V32-128,36.467,177.167,3623,0.79,37.538,C. wuellerstorfi,3.81,-0.1
V32-128,36.467,177.167,3623,1.08,41.626,C. wuellerstorfi,3.66,-0.04
V32-128,36.467,177.167,3623,1.23,47.418,C. wuellerstorfi,3.93,-0.18
V32-128,36.467,177.167,3623,1.33,52.527,C. wuellerstorfi,3.82,-0.1
V32-128,36.467,177.167,3623,1.33,55.934,C. wuellerstorfi,3.56,-0.3
V32-128,36.467,177.167,3623,1.52,59,C. wuellerstorfi,3.43,-0.49
V32-128,36.467,177.167,3623,1.62,61.911,C. wuellerstorfi,3.72,-0.46
V32-128,36.467,177.167,3623,1.91,70.063,C. wuellerstorfi,3.73,-0.51
V32-128,36.467,177.167,3623,2.01,73.266,C. wuellerstorfi,3.65,-0.33
V32-128,36.467,177.167,3623,2.12,76.177,C. wuellerstorfi,3.66,-0.27
V32-128,36.467,177.167,3623,2.21,79.38,C. wuellerstorfi,3.75,-0.27
V32-128,36.467,177.167,3623,2.32,82,C. wuellerstorfi,3.3,-0.05
V32-128,36.467,177.167,3623,2.41,88.6,C. wuellerstorfi,3.65,-0.13
V32-128,36.467,177.167,3623,2.51,94,C. wuellerstorfi,3.14,0.08
V32-128,36.467,177.167,3623,2.62,97.902,C. wuellerstorfi,3.48,0.08
V32-128,36.467,177.167,3623,2.71,102.195,C. wuellerstorfi,3.32,-0.08
V32-128,36.467,177.167,3623,2.82,105.707,C. wuellerstorfi,3.42,0.06
V32-128,36.467,177.167,3623,2.91,110,C. wuellerstorfi,3.46,-0.12
V32-128,36.467,177.167,3623,3,124,C. wuellerstorfi,2.8,0.02
V32-128,36.467,177.167,3623,3.1,127.3,C. wuellerstorfi,3.34,-0.37
V32-128,36.467,177.167,3623,3.21,130.967,C. wuellerstorfi,3.85,-0.39
V32-128,36.467,177.167,3623,3.8,135,C. wuellerstorfi,4.2,-0.46
V32-128,36.467,177.167,3623,4.01,151.726,C. wuellerstorfi,3.85,-0.33
V32-128,36.467,177.167,3623,4.1,154.115,C. wuellerstorfi,3.95,-0.38
V32-128,36.467,177.167,3623,4.21,156.265,C. wuellerstorfi,3.97,-0.49
V32-128,36.467,177.167,3623,4.31,158.894,C. wuellerstorfi,3.94,-0.4
V35-05,7.2,112.083,1953,0,1.6,C. wuellerstorfi,2.41,-0.01
V35-05,7.2,112.083,1953,0.97,8.125,C. wuellerstorfi,2.42,-0.25
V35-05,7.2,112.083,1953,1.07,8.798,C. wuellerstorfi,2.85,-0.18
V35-05,7.2,112.083,1953,1.42,10.347,C. wuellerstorfi,3.05,-0.19
V35-05,7.2,112.083,1953,1.55,10.895,C. wuellerstorfi,3.25,-0.14
V35-05,7.2,112.083,1953,1.67,11.4,C. wuellerstorfi,3.22,-0.24
V35-05,7.2,112.083,1953,1.77,11.821,C. wuellerstorfi,3.49,-0.25
V35-05,7.2,112.083,1953,2.42,14.558,C. wuellerstorfi,3.9,-0.36
V35-05,7.2,112.083,1953,2.77,16.032,C. wuellerstorfi,3.83,-0.31
V35-05,7.2,112.083,1953,2.97,16.874,C. wuellerstorfi,3.77,-0.35
V35-05,7.2,112.083,1953,3.09,17.316,C. wuellerstorfi,3.81,-0.46
V35-05,7.2,112.083,1953,3.57,19,C. wuellerstorfi,3.7,-0.38
V19-240,-30.58333333,13.28333333,3103,0.05,1.590909091,C. wuellerstorfi,2.75,0.55
V19-240,-30.58333333,13.28333333,3103,0.1,3.181818182,C. wuellerstorfi,2.73,0.76
V19-240,-30.58333333,13.28333333,3103,0.225,7.159090909,C. wuellerstorfi,2.85,0.72
V19-240,-30.58333333,13.28333333,3103,0.35,11.13636364,C. wuellerstorfi,2.85,0.68
V19-240,-30.58333333,13.28333333,3103,0.4,12.72727273,C. wuellerstorfi,3.31,0.33
V19-240,-30.58333333,13.28333333,3103,0.4,12.72727273,C. wuellerstorfi,2.82,0.56
V19-240,-30.58333333,13.28333333,3103,0.45,14.31818182,Cib. spp.,2.79,0.63
V19-240,-30.58333333,13.28333333,3103,0.5,15.90909091,Cib. spp.,4.32,-0.01
V19-240,-30.58333333,13.28333333,3103,0.6,19.09090909,C. wuellerstorfi,4.38,0.05
V19-240,-30.58333333,13.28333333,3103,0.7,22.27272727,C. wuellerstorfi,4.09,0
V19-240,-30.58333333,13.28333333,3103,0.8,25.45454545,C. wuellerstorfi,4.01,0.09
V19-240,-30.58333333,13.28333333,3103,0.9,28.63636364,C. wuellerstorfi,3.7,0.09
V19-240,-30.58333333,13.28333333,3103,1,31.81818182,C. wuellerstorfi,4.17,0.53
V19-240,-30.58333333,13.28333333,3103,1.1,35,Cib. spp.,4.08,0.22
RC11-86,-35.78333333,18.45,2829,0.11,10.125,Var. benthic: C. wuellerstorfi,3.32,0.64
RC11-86,-35.78333333,18.45,2829,0.18,12.3125,Var. benthic: C. wuellerstorfi,3.27,0.3
RC11-86,-35.78333333,18.45,2829,0.3,16.0625,Var. benthic: C. wuellerstorfi,3.74,0.32
RC11-86,-35.78333333,18.45,2829,0.5,22.3125,Var. benthic: C. wuellerstorfi,4.36,0.17
RC11-86,-35.78333333,18.45,2829,0.6,25.4375,Var. benthic: C. wuellerstorfi,4,0.18
RC11-86,-35.78333333,18.45,2829,0.65,27,Var. benthic: C. wuellerstorfi,4,-0.01
RC11-147,-19.05833333,112.75,1953,0.4,16.42857143,Var. benthic: Cib. spp.,3.84,0.22
RC11-147,-19.05833333,112.75,1953,0.45,18.7755102,Var. benthic: C. wuellerstorfi,3.82,0.32
RC11-147,-19.05833333,112.75,1953,0.5,21.12244898,Var. benthic: C. wuellerstorfi,4.04,0.31
RC11-147,-19.05833333,112.75,1953,0.54,23,Var. benthic: Cib. spp.,3.83,0.34
RC11-147,-19.05833333,112.75,1953,0.54,23,Var. benthic: C. wuellerstorfi,3.92,0.23
RC10-97,-0.917,-134.31,4305,0.02,5,Var. benthic: C. wuellerstorfi,2.8,0.09
RC10-97,-0.917,-134.31,4305,0.11,8.75,Var. benthic: C. wuellerstorfi,2.72,0.12
RC10-97,-0.917,-134.31,4305,0.2,12.5,Var. benthic: C. wuellerstorfi,3.11,-0.13
RC10-97,-0.917,-134.31,4305,0.2,12.5,Var. benthic: C. wuellerstorfi,3.28,0.04
RC10-97,-0.917,-134.31,4305,0.2,12.5,Var. benthic: C. wuellerstorfi,3.2,0.11
RC10-97,-0.917,-134.31,4305,0.3,16.66666667,Var. benthic: C. wuellerstorfi,4.13,-0.11
RC10-97,-0.917,-134.31,4305,0.4,20.83333333,Var. benthic: Cib. spp.,4.2,-0.17
RC10-97,-0.917,-134.31,4305,0.5,25,Var. benthic: C. wuellerstorfi,3.63,-0.29
V29-135,-19.7,8.883,2675,0.1,3.684210526,C. wuellerstorfi,2.6,0.65
V29-135,-19.7,8.883,2675,0.3,7.052631579,C. wuellerstorfi,2.48,0.65
V29-135,-19.7,8.883,2675,0.4,8.736842105,C. wuellerstorfi,2.19,0.66
V29-135,-19.7,8.883,2675,0.45,9.578947368,C. wuellerstorfi,2.8,0.55
V29-135,-19.7,8.883,2675,0.5,10.42105263,C. wuellerstorfi,2.58,0.72
V29-135,-19.7,8.883,2675,0.55,11.26315789,C. wuellerstorfi,3.34,0.33
V29-135,-19.7,8.883,2675,0.6,12.10526316,C. wuellerstorfi,3.32,0.27
V29-135,-19.7,8.883,2675,0.65,12.94736842,C. wuellerstorfi,3.57,0.14
V29-135,-19.7,8.883,2675,0.7,13.78947368,C. wuellerstorfi,3.47,0.47
V29-135,-19.7,8.883,2675,0.75,14.63157895,C. wuellerstorfi,3.5,0.36
V29-135,-19.7,8.883,2675,0.8,15.47368421,C. wuellerstorfi,3.31,0.09
V29-135,-19.7,8.883,2675,0.85,16.31578947,C. wuellerstorfi,4.22,-0.22
V29-135,-19.7,8.883,2675,0.9,17.15789474,C. wuellerstorfi,4.38,-0.11
V29-135,-19.7,8.883,2675,0.95,18,C. wuellerstorfi,4.69,0.08
V29-135,-19.7,8.883,2675,1.1,21.06976744,C. wuellerstorfi,4.37,0.12
V29-135,-19.7,8.883,2675,1.2,23.11627907,C. wuellerstorfi,4.11,-0.11
V29-135,-19.7,8.883,2675,1.3,25.1627907,C. wuellerstorfi,4.42,0.31
V29-135,-19.7,8.883,2675,1.35,26.18604651,C. wuellerstorfi,4.38,0.16
V29-135,-19.7,8.883,2675,1.4,27.20930233,C. wuellerstorfi,4.17,0.2
V29-135,-19.7,8.883,2675,1.45,28.23255814,C. wuellerstorfi,4.11,-0.12
V29-135,-19.7,8.883,2675,1.5,29.25581395,C. wuellerstorfi,4.03,-0.14
V29-135,-19.7,8.883,2675,1.55,30.27906977,C. wuellerstorfi,4.28,0.07
V29-135,-19.7,8.883,2675,1.6,31.30232558,C. wuellerstorfi,3.77,0.01
V29-135,-19.7,8.883,2675,1.65,32.3255814,C. wuellerstorfi,4.19,0.41
V29-135,-19.7,8.883,2675,1.75,34.37209302,C. wuellerstorfi,3.29,0.59
V29-135,-19.7,8.883,2675,1.8,35.39534884,C. wuellerstorfi,3.42,-0.16
V29-135,-19.7,8.883,2675,1.9,37.44186047,C. wuellerstorfi,3.92,0.26
V29-135,-19.7,8.883,2675,2.2,43.58139535,C. wuellerstorfi,3.68,0.02
V29-135,-19.7,8.883,2675,2.4,47.6744186,C. wuellerstorfi,4.15,-0.1
V29-135,-19.7,8.883,2675,2.5,49.72093023,C. wuellerstorfi,3.59,-0.3
V29-135,-19.7,8.883,2675,2.7,53.81395349,C. wuellerstorfi,3.64,0.18
V29-135,-19.7,8.883,2675,2.8,55.86046512,C. wuellerstorfi,3.78,0.11
V29-135,-19.7,8.883,2675,3,59.95348837,C. wuellerstorfi,3.72,0.22
V29-135,-19.7,8.883,2675,3.1,62,C. wuellerstorfi,3.84,-0.18
V29-135,-19.7,8.883,2675,3.5,69.69230769,C. wuellerstorfi,3.54,-0.03
V29-135,-19.7,8.883,2675,3.6,71.61538462,C. wuellerstorfi,3.19,-0.04
V29-135,-19.7,8.883,2675,3.9,77.38461538,C. wuellerstorfi,3.03,0.57
V29-135,-19.7,8.883,2675,4.2,83.15384615,C. wuellerstorfi,3.19,0.46
V29-135,-19.7,8.883,2675,4.3,85.07692308,C. wuellerstorfi,3.51,-0.17
V29-135,-19.7,8.883,2675,4.4,87,C. wuellerstorfi,3.79,0.19
V29-135,-19.7,8.883,2675,4.5,89.33333333,C. wuellerstorfi,3.35,0.4
V29-135,-19.7,8.883,2675,4.6,91.66666667,C. wuellerstorfi,2.98,0.38
V29-135,-19.7,8.883,2675,4.7,94,C. wuellerstorfi,2.98,0.59
V29-135,-19.7,8.883,2675,4.8,96.33333333,C. wuellerstorfi,3.13,0.62
V29-135,-19.7,8.883,2675,4.9,98.66666667,C. wuellerstorfi,3.25,0.52
V29-135,-19.7,8.883,2675,5,101,C. wuellerstorfi,3.24,-0.07
V29-135,-19.7,8.883,2675,5.1,103.3333333,C. wuellerstorfi,3.31,0.06
V29-135,-19.7,8.883,2675,5.2,105.6666667,C. wuellerstorfi,3.16,0.28
V29-135,-19.7,8.883,2675,5.3,108,C. wuellerstorfi,3.46,0.07
V29-135,-19.7,8.883,2675,5.45,114,C. wuellerstorfi,3.15,0.29
V29-135,-19.7,8.883,2675,5.5,116,C. wuellerstorfi,2.4,0.59
V29-135,-19.7,8.883,2675,5.55,118,C. wuellerstorfi,2.51,0.7
V29-135,-19.7,8.883,2675,5.65,122,C. wuellerstorfi,2.29,0.34
V29-135,-19.7,8.883,2675,5.75,126,C. wuellerstorfi,2.45,0.45
V29-135,-19.7,8.883,2675,5.95,134,C. wuellerstorfi,4.06,-0.28
V29-135,-19.7,8.883,2675,6,135.7241379,C. wuellerstorfi,3.82,-0.3
V29-135,-19.7,8.883,2675,6.4,149.5172414,C. wuellerstorfi,3.82,-0.44
V29-135,-19.7,8.883,2675,6.5,152.9655172,C. wuellerstorfi,3.91,-0.42
V29-135,-19.7,8.883,2675,6.7,159.862069,C. wuellerstorfi,4.01,-0.37
V29-135,-19.7,8.883,2675,6.8,163.3103448,C. wuellerstorfi,3.81,-0.15
V29-135,-19.7,8.883,2675,6.9,166.7586207,C. wuellerstorfi,3.61,-0.65
V29-135,-19.7,8.883,2675,7.3,180.5517241,C. wuellerstorfi,3.62,-0.25
V29-135,-19.7,8.883,2675,7.4,184,C. wuellerstorfi,3.83,-0.06
V29-135,-19.7,8.883,2675,7.6,193.3333333,C. wuellerstorfi,3.2,0.27
V29-135,-19.7,8.883,2675,7.7,198,C. wuellerstorfi,3.24,0.31
ODP1087,-31.4647,15.3109,1371.6,0,0,C. wuellerstorfi,2.51,0.49
ODP1087,-31.4647,15.3109,1371.6,0.05,1.133333333,C. wuellerstorfi,2.51,0.58
ODP1087,-31.4647,15.3109,1371.6,0.1,2.266666667,C. wuellerstorfi,2.44,0.38
ODP1087,-31.4647,15.3109,1371.6,0.15,3.4,C. wuellerstorfi,2.91,0.33
ODP1087,-31.4647,15.3109,1371.6,0.25,5.666666667,C. wuellerstorfi,2.55,0.29
ODP1087,-31.4647,15.3109,1371.6,0.3,6.8,C. wuellerstorfi,2.77,0.49
ODP1087,-31.4647,15.3109,1371.6,0.4,9.066666667,C. wuellerstorfi,2.75,0.36
ODP1087,-31.4647,15.3109,1371.6,0.45,10.2,C. wuellerstorfi,2.69,0.31
ODP1087,-31.4647,15.3109,1371.6,0.5,11.33333333,C. wuellerstorfi,3.23,0.32
ODP1087,-31.4647,15.3109,1371.6,0.55,12.46666667,C. wuellerstorfi,3.63,0.18
ODP1087,-31.4647,15.3109,1371.6,0.6,13.6,C. wuellerstorfi,3.75,0.45
ODP1087,-31.4647,15.3109,1371.6,0.65,14.73333333,C. wuellerstorfi,3.87,0.22
ODP1087,-31.4647,15.3109,1371.6,0.7,15.86666667,C. wuellerstorfi,3.57,0.01
ODP1087,-31.4647,15.3109,1371.6,0.75,17,C. wuellerstorfi,4.03,0.4
ODP1087,-31.4647,15.3109,1371.6,0.8,20,C. wuellerstorfi,3.9,0.38
ODP1087,-31.4647,15.3109,1371.6,0.85,23,C. wuellerstorfi,3.58,0.53
ODP1087,-31.4647,15.3109,1371.6,0.9,26,C. wuellerstorfi,3.83,0.56
ODP1087,-31.4647,15.3109,1371.6,0.95,29,C. wuellerstorfi,3.66,0.54
ODP1087,-31.4647,15.3109,1371.6,1,32,C. wuellerstorfi,3.45,0.4
ODP1087,-31.4647,15.3109,1371.6,1.05,35,C. wuellerstorfi,3.19,0.44
ODP1087,-31.4647,15.3109,1371.6,1.1,38,C. wuellerstorfi,3.84,0.27
ODP1087,-31.4647,15.3109,1371.6,1.15,41,C. wuellerstorfi,3.4,0.24
ODP1087,-31.4647,15.3109,1371.6,1.2,44,C. wuellerstorfi,3.51,0.27
ODP1087,-31.4647,15.3109,1371.6,1.25,47,C. wuellerstorfi,3.85,0.29
ODP1087,-31.4647,15.3109,1371.6,1.3,50,C. wuellerstorfi,3.6,0.15
ODP1087,-31.4647,15.3109,1371.6,1.35,53,C. wuellerstorfi,3.24,0.32
ODP1087,-31.4647,15.3109,1371.6,1.5,62,C. wuellerstorfi,3.75,0.34
ODP1087,-31.4647,15.3109,1371.6,1.55,64.25,C. wuellerstorfi,3.51,0.26
ODP1087,-31.4647,15.3109,1371.6,1.6,66.5,C. wuellerstorfi,3.25,0.33
ODP1087,-31.4647,15.3109,1371.6,1.65,68.75,C. wuellerstorfi,3.38,0.42
ODP1087,-31.4647,15.3109,1371.6,1.7,71,C. wuellerstorfi,3.53,0.17
ODP1087,-31.4647,15.3109,1371.6,1.75,73.25,C. wuellerstorfi,3.06,0.46
ODP1087,-31.4647,15.3109,1371.6,1.8,75.5,C. wuellerstorfi,3.28,0.27
ODP1087,-31.4647,15.3109,1371.6,1.85,77.75,C. wuellerstorfi,3.14,0.51
ODP1087,-31.4647,15.3109,1371.6,1.9,80,C. wuellerstorfi,3.25,0.47
ODP1087,-31.4647,15.3109,1371.6,1.95,82.25,C. wuellerstorfi,3.52,0.37
ODP1087,-31.4647,15.3109,1371.6,2,84.5,C. wuellerstorfi,3.73,0.49
ODP1087,-31.4647,15.3109,1371.6,2.05,86.75,C. wuellerstorfi,3.46,-0.16
ODP1087,-31.4647,15.3109,1371.6,2.1,89,C. wuellerstorfi,3.22,0.14
ODP1087,-31.4647,15.3109,1371.6,2.15,91.25,C. wuellerstorfi,3.56,0.44
ODP1087,-31.4647,15.3109,1371.6,2.2,93.5,C. wuellerstorfi,3.28,0.35
ODP1087,-31.4647,15.3109,1371.6,2.25,95.75,C. wuellerstorfi,3.06,0.21
ODP1087,-31.4647,15.3109,1371.6,2.3,98,C. wuellerstorfi,2.94,0.58
ODP1087,-31.4647,15.3109,1371.6,2.35,100.25,C. wuellerstorfi,3.23,0.55
ODP1087,-31.4647,15.3109,1371.6,2.4,102.5,C. wuellerstorfi,3.11,0.2
ODP1087,-31.4647,15.3109,1371.6,2.45,104.75,C. wuellerstorfi,2.89,0.51
ODP1087,-31.4647,15.3109,1371.6,2.5,107,C. wuellerstorfi,3.4,0.27
ODP1087,-31.4647,15.3109,1371.6,2.65,112.0769231,C. wuellerstorfi,3.16,0.15
ODP1087,-31.4647,15.3109,1371.6,2.75,115.4615385,C. wuellerstorfi,2.88,-0.07
ODP1087,-31.4647,15.3109,1371.6,2.8,117.1538462,C. wuellerstorfi,2.7,0.34
ODP1087,-31.4647,15.3109,1371.6,2.85,118.8461538,C. wuellerstorfi,2.64,0.36
ODP1087,-31.4647,15.3109,1371.6,2.9,120.5384615,C. wuellerstorfi,2.31,0.18
ODP1087,-31.4647,15.3109,1371.6,2.95,122.2307692,C. wuellerstorfi,2.32,0.24
ODP1087,-31.4647,15.3109,1371.6,3,123.9230769,C. wuellerstorfi,2.69,0.08
ODP1087,-31.4647,15.3109,1371.6,3.05,125.6153846,C. wuellerstorfi,2.19,0.23
ODP1087,-31.4647,15.3109,1371.6,3.1,127.3076923,C. wuellerstorfi,2.56,0.47
ODP1087,-31.4647,15.3109,1371.6,3.15,129,C. wuellerstorfi,2.42,0.03
ODP1087,-31.4647,15.3109,1371.6,3.2,130.6923077,C. wuellerstorfi,3.7,0.86
ODP1087,-31.4647,15.3109,1371.6,3.25,132.3846154,C. wuellerstorfi,3.58,0.28
ODP1087,-31.4647,15.3109,1371.6,3.3,134.0769231,C. wuellerstorfi,3.44,0.09
ODP1087,-31.4647,15.3109,1371.6,3.35,135.7692308,C. wuellerstorfi,3.89,0.26
ODP1087,-31.4647,15.3109,1371.6,3.4,137.4615385,C. wuellerstorfi,3.59,0.01
ODP1087,-31.4647,15.3109,1371.6,3.45,139.1538462,C. wuellerstorfi,3.73,0.17
ODP1087,-31.4647,15.3109,1371.6,3.5,140.8461538,C. wuellerstorfi,3.68,0.27
ODP1087,-31.4647,15.3109,1371.6,3.55,142.5384615,C. wuellerstorfi,3.81,0.39
ODP1087,-31.4647,15.3109,1371.6,3.6,144.2307692,C. wuellerstorfi,2.99,0.63
ODP1087,-31.4647,15.3109,1371.6,3.65,145.9230769,C. wuellerstorfi,3.75,0.04
ODP1087,-31.4647,15.3109,1371.6,3.7,147.6153846,C. wuellerstorfi,3.57,0.37
ODP1087,-31.4647,15.3109,1371.6,3.75,149.3076923,C. wuellerstorfi,3.1,0.3
ODP1087,-31.4647,15.3109,1371.6,3.8,151,C. wuellerstorfi,4.06,0.25
WIND28K,-10.1538,51.0128,4157,0,5,C. wuellerstorfi,2.75,
WIND28K,-10.1538,51.0128,4157,0.04,5.838709677,C. wuellerstorfi,3.13,
WIND28K,-10.1538,51.0128,4157,0.08,6.677419355,C. wuellerstorfi,2.89,
WIND28K,-10.1538,51.0128,4157,0.12,7.516129032,C. wuellerstorfi,2.55,
WIND28K,-10.1538,51.0128,4157,0.16,8.35483871,C. wuellerstorfi,2.87,
WIND28K,-10.1538,51.0128,4157,0.2,9.193548387,C. wuellerstorfi,3.41,
WIND28K,-10.1538,51.0128,4157,0.24,10.03225806,C. wuellerstorfi,2.79,
WIND28K,-10.1538,51.0128,4157,0.28,10.87096774,C. wuellerstorfi,3.34,
WIND28K,-10.1538,51.0128,4157,0.32,11.70967742,C. wuellerstorfi,3.17,
WIND28K,-10.1538,51.0128,4157,0.36,12.5483871,C. wuellerstorfi,3.52,
WIND28K,-10.1538,51.0128,4157,0.4,13.38709677,C. wuellerstorfi,3.28,
WIND28K,-10.1538,51.0128,4157,0.44,14.22580645,C. wuellerstorfi,3.52,
WIND28K,-10.1538,51.0128,4157,0.48,15.06451613,C. wuellerstorfi,3.96,
WIND28K,-10.1538,51.0128,4157,0.5,15.48387097,C. wuellerstorfi,3.76,
WIND28K,-10.1538,51.0128,4157,0.52,15.90322581,C. wuellerstorfi,4.06,
WIND28K,-10.1538,51.0128,4157,0.56,16.74193548,C. wuellerstorfi,4,
WIND28K,-10.1538,51.0128,4157,0.58,17.16129032,C. wuellerstorfi,4.28,
WIND28K,-10.1538,51.0128,4157,0.62,18,C. wuellerstorfi,4.51,
WIND28K,-10.1538,51.0128,4157,0.64,18.3697479,C. wuellerstorfi,4.38,
WIND28K,-10.1538,51.0128,4157,0.66,18.7394958,C. wuellerstorfi,4.44,
WIND28K,-10.1538,51.0128,4157,0.7,19.4789916,C. wuellerstorfi,4.36,
WIND28K,-10.1538,51.0128,4157,0.72,19.8487395,C. wuellerstorfi,4.19,
WIND28K,-10.1538,51.0128,4157,0.76,20.58823529,C. wuellerstorfi,4.28,
WIND28K,-10.1538,51.0128,4157,0.8,21.32773109,C. wuellerstorfi,4.2,
WIND28K,-10.1538,51.0128,4157,0.84,22.06722689,C. wuellerstorfi,4.29,
WIND28K,-10.1538,51.0128,4157,0.88,22.80672269,C. wuellerstorfi,4.17,
WIND28K,-10.1538,51.0128,4157,0.92,23.54621849,C. wuellerstorfi,4.17,
WIND28K,-10.1538,51.0128,4157,0.96,24.28571429,C. wuellerstorfi,4.29,
WIND28K,-10.1538,51.0128,4157,0.98,24.65546218,C. wuellerstorfi,4.34,
WIND28K,-10.1538,51.0128,4157,1,25.02521008,C. wuellerstorfi,4.16,
WIND28K,-10.1538,51.0128,4157,1.04,25.76470588,C. wuellerstorfi,4.15,
WIND28K,-10.1538,51.0128,4157,1.08,26.50420168,C. wuellerstorfi,4.04,
WIND28K,-10.1538,51.0128,4157,1.12,27.24369748,C. wuellerstorfi,4.12,
WIND28K,-10.1538,51.0128,4157,1.16,27.98319328,C. wuellerstorfi,3.97,
WIND28K,-10.1538,51.0128,4157,1.2,28.72268908,C. wuellerstorfi,4.06,
WIND28K,-10.1538,51.0128,4157,1.24,29.46218487,C. wuellerstorfi,3.94,
WIND28K,-10.1538,51.0128,4157,1.28,30.20168067,C. wuellerstorfi,4.11,
WIND28K,-10.1538,51.0128,4157,1.32,30.94117647,C. wuellerstorfi,3.94,
WIND28K,-10.1538,51.0128,4157,1.36,31.68067227,C. wuellerstorfi,3.98,
WIND28K,-10.1538,51.0128,4157,1.4,32.42016807,C. wuellerstorfi,4,
WIND28K,-10.1538,51.0128,4157,1.44,33.15966387,C. wuellerstorfi,4.01,
WIND28K,-10.1538,51.0128,4157,1.52,34.63865546,C. wuellerstorfi,4.01,
WIND28K,-10.1538,51.0128,4157,1.56,35.37815126,C. wuellerstorfi,3.91,
WIND28K,-10.1538,51.0128,4157,1.6,36.11764706,C. wuellerstorfi,4.1,
WIND28K,-10.1538,51.0128,4157,1.64,36.85714286,C. wuellerstorfi,3.96,
WIND28K,-10.1538,51.0128,4157,1.68,37.59663866,C. wuellerstorfi,3.91,
WIND28K,-10.1538,51.0128,4157,1.72,38.33613445,C. wuellerstorfi,3.9,
WIND28K,-10.1538,51.0128,4157,1.76,39.07563025,C. wuellerstorfi,4.23,
WIND28K,-10.1538,51.0128,4157,1.8,39.81512605,C. wuellerstorfi,3.9,
WIND28K,-10.1538,51.0128,4157,1.84,40.55462185,C. wuellerstorfi,3.84,
WIND28K,-10.1538,51.0128,4157,1.88,41.29411765,C. wuellerstorfi,4.01,
WIND28K,-10.1538,51.0128,4157,1.92,42.03361345,C. wuellerstorfi,3.91,
WIND28K,-10.1538,51.0128,4157,1.96,42.77310924,C. wuellerstorfi,3.9,
WIND28K,-10.1538,51.0128,4157,1.98,43.14285714,C. wuellerstorfi,3.75,
WIND28K,-10.1538,51.0128,4157,2,43.51260504,C. wuellerstorfi,3.99,
